Date,AL522251 Corp,LW926911 Corp,UV965737 Corp,QZ914329 Corp,EI856512 Corp,JK556160 Corp,EJ668774 Corp,EK956113 Corp,JV519623 Corp,QZ027016 Corp,AP696780 Corp,AN264861 Corp,EJ896365 Corp,QZ932800 Corp,EK602872 Corp,EK876596 Corp,JK925831 Corp,EK413343 Corp,EC577397 Corp,EK817983 Corp,EJ825356 Corp,EH911617 Corp,EJ543555 Corp,EK950276 Corp,LW096988 Corp,EK323605 Corp,EH238660 Corp,ED202551 Corp,ED722564 Corp,DD114535 Corp,EC858966 Corp,QZ934215 Corp,ED520104 Corp,LW450039 Corp,UV353988 Corp,AL286544 Corp,QZ703311 Corp,DD101964 Corp,EK556874 Corp,EK711926 Corp,EJ557775 Corp,EK248504 Corp,EK589492 Corp,EG465527 Corp,EC972391 Corp,EJ825362 Corp,DD006150 Corp,AL606566 Corp,QZ388196 Corp,EF643945 Corp,EH428530 Corp,LW943413 Corp,QZ614061 Corp,EC281464 Corp,EI993209 Corp,AP218488 Corp,DD102109 Corp,JK919656 Corp,QZ934241 Corp,QZ186750 Corp,EK474239 Corp,QJ221473 Corp,AN506087 Corp,EK278403 Corp,QZ027014 Corp,DD116288 Corp,QZ926111 Corp,EF655174 Corp,AP365213 Corp,EH954198 Corp,EF298242 Corp,EK726109 Corp,AQ252828 Corp,QZ321647 Corp,EG572181 Corp,LW075231 Corp,EJ914322 Corp,AL531142 Corp,EF145527 Corp,JK918752 Corp,AL011199 Corp,EF300335 Corp,EJ503911 Corp,UV888227 Corp,EF082296 Corp,EI342886 Corp,EC988990 Corp,BK343472 Corp,EK424768 Corp,EK112497 Corp,EC775139 Corp,EG572197 Corp,EK492827 Corp,JV956668 Corp,QZ026677 Corp,AP157118 Corp,LW943373 Corp,EJ379529 Corp,EJ438862 Corp,AN447381 Corp,LW544865 Corp,AL482914 Corp,EF335970 Corp,EH301985 Corp,UV887597 Corp,QZ186744 Corp,QZ549248 Corp,EJ433497 Corp,EF082300 Corp,EJ914730 Corp,EJ999798 Corp,LW009646 Corp,EJ926334 Corp,EK647533 Corp,EF143473 Corp,EF481538 Corp,EK143534 Corp,EF082292 Corp,EH592043 Corp,AL085424 Corp,EJ392352 Corp,LW471192 Corp,AO584163 Corp,JK305023 Corp,EG572213 Corp,AN077116 Corp,LW449261 Corp,EF473239 Corp,AP954222 Corp,EJ577508 Corp,EK006565 Corp,EK006547 Corp,QZ506838 Corp,EJ547034 Corp,EI523569 Corp,EK143372 Corp,EG518956 Corp,AN751483 Corp,QZ099318 Corp,EJ887428 Corp,QZ230825 Corp,QZ556912 Corp,EJ347875 Corp,JV868916 Corp,EC755678 Corp,EC988967 Corp,BK343576 Corp,EJ392367 Corp,EK969554 Corp,EK101595 Corp,EF082268 Corp,EF082272 Corp,EF531147 Corp,EJ747333 Corp,EF801785 Corp,EJ781396 Corp,EJ814435 Corp,QJ616465 Corp
27/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.478,,,,,,,,,,,,,107.533,,,118.313,77.011,,64.524,,,,,,,219.188,124.376,,,,,,96.55,61.956,,135.437,,17.528,,100.29,,130.748,149.675,120.706,,,105.693,,218.264,,,129.034,,118.822,55.098,,52.662,,52.169,143.139,393.135,,122.499,,130.987,,69.19,,139.103,86.278,,103.552,135.212,102.042,57.8,57.725,116.276,136.654,67.378,138.276,124.283,78.902,118.319,124.966,123.139,,131.798,140.69,48.225,48.861,,129.636,135.087,145.885,58.677,153.532,53.852,141.787,107.748,142.171,142.477,
28/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.983,,,,,,,85.534,,,,,,,,,,,,,111.633,,,119.699,80.479,,64.28,,,159.008,,,,219.953,123.938,130.592,,,,,97.206,62.375,,134.805,201.811,17.665,,100.065,,130.637,151.765,121.803,158.155,,105.768,182.373,219.238,,158.492,128.17,,120.607,55.395,,52.913,190.884,52.68,142.934,426.728,,123.564,,130.276,181.421,69.538,,139.212,86.521,,102.952,133.786,102.757,58.144,58.067,117.197,135.493,66.684,137.618,123.346,79.254,119.247,125.292,124.065,188.388,131.707,139.856,48.728,49.365,,129.509,134.293,144.856,59.184,153.001,54.093,140.565,109.116,141.027,141.445,
29/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.396,,,,,,,85.302,,,,,,,,,,,,,119.938,,,120.493,88.278,,64.303,,,160.432,,,,220.082,122.605,134.107,,,,,97.762,61.39,,133.893,202.376,17.487,,102.356,,130.818,152.362,122.256,160.129,,106.653,186.945,217.935,,158.803,127.202,,120.995,54.822,,52.483,192.658,52.254,143.344,403.236,,124.809,,129.361,181.719,52.331,,138.437,63.662,,104.043,134.759,104.617,57.41,57.337,117.749,134.435,68.651,135.805,123.808,58.364,119.793,123.961,124.613,187.257,131.897,139.787,48.729,49.309,,129.678,132.442,142.857,58.762,152.275,54.289,139.38,109.076,139.827,140.228,
30/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,85.704,,,,,,,,,,,,,121.578,,,124.914,88.005,,64.35,,,166.203,,,,220.474,124.713,149.559,,,,,99.295,60.105,,134.029,212.076,17.072,,101.016,,130.329,151.171,123.134,158.253,,107.35,185.218,219.176,,165.346,128.057,,123.725,53.897,,51.682,201.308,52.961,143.842,461.861,,126.761,,130.167,187.948,51.048,,138.31,61.944,,106.386,137.687,105.886,56.344,56.275,118.285,135.392,67.956,137.716,124.353,56.77,120.348,125.83,125.162,195.342,131.365,139.367,48.037,48.742,,129.237,134.426,145.046,59.401,152.367,54.795,140.712,111.343,141.229,141.695,
01/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.152,,,,,,,85.61,,,,,,,,,,,,,129.212,,,125.203,95.493,,64.429,,,167.671,,,,221.06,128.146,138.677,,,,,102.768,44.95,,134.442,215.976,17.987,,100.659,,,,123.01,166.759,,111.357,187.39,219.72,,168.75,128.354,,123.993,42.066,,41,207.127,52.851,145.103,454.186,,127.333,,130.411,191.321,49.576,,138.598,57.777,,106.275,,106.768,43.212,43.179,118.137,135.816,69.491,138.334,124.107,54.967,120.195,124.258,125.01,197.09,,138.321,48.097,48.644,,,134.96,145.309,59.283,152.806,55.282,141.024,111.214,141.368,141.66,
04/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.874,,,,,,,112.286,,,,,,,,,,,,,126.244,,,123.677,93.866,,64.552,,,164.281,,,,220.584,130.809,133.486,,,,,107.506,43.255,,133.869,210.491,16.49,,101.635,,130.176,152.967,121.42,161.11,,116.225,185.897,217.804,,164.096,127.862,,122.001,40.355,,39.29,201.498,51.768,145.272,,,124.885,,129.953,186.632,50.013,,138.25,57.988,,111.81,136.905,104.478,41.508,41.476,116.427,135.299,68.074,138.391,129.386,55.313,118.489,125.713,123.302,192.579,131.205,130.086,45.061,45.582,,129.098,135.045,145.782,58.001,152.332,55.301,140.779,109.889,141.288,141.748,
05/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.81,,,,,,,111.452,,,,,,,,,,,,,123.786,,,122.074,91.779,,64.173,,,163.353,,,,222.159,132.348,132.78,,,,,106.711,43.471,,133.621,207.871,16.127,,100.814,,128.738,151.903,118.351,160.298,,114.714,186.467,218.714,,162.587,127.114,,117.057,40.392,,39.246,199.5,50.844,145.161,,,119.267,,129.152,185.158,50.238,,137.732,58.083,,114.265,134.162,98.436,41.622,41.589,113.057,134.554,64.091,137.144,128.442,55.463,115.142,124.358,119.95,190.268,129.731,121.094,44.341,44.902,,127.668,133.862,144.51,56.98,152.222,55.355,139.994,106.718,140.436,140.822,
06/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.246,,,,,,,112.509,,,,,,,,,,,,,125.623,,,120.119,94.235,,65.169,,,162.287,,,,220.789,133.564,129.101,,,,,105.887,43.179,,133.349,207.208,16.45,,104.728,,130.139,153.329,116.791,157.929,,113.954,185.36,218.995,,164.803,127.316,,115.802,40.166,,39.046,198.174,53.011,144.87,,,117.648,,129.398,184.695,50.559,,137.487,58.362,,112.15,134.326,97.894,41.372,41.341,111.487,134.65,65.379,135.832,128.321,55.732,113.542,122.724,118.36,189.693,131.107,114.656,48.483,49.379,,129.038,132.57,143.171,59.406,152.088,55.542,139.938,104.959,140.428,140.858,
07/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.493,,,,,,,111.288,,,,,,,,,,,,,124.075,,,115.983,92.596,,64.455,,,160.131,,,,218.667,136.157,131.941,,,,,,43.475,,132.169,204.968,17.438,,101.061,,129.452,151.065,114.586,157.533,,,183.397,,,164.489,,,114.62,40.257,,39.079,195.418,52.419,144.304,480.104,,116.964,,,182.985,50.714,,135.86,58.483,,,135.993,95.802,41.536,41.5,108.982,,61.63,,126.408,55.836,111.086,,115.888,187.377,130.533,112.16,48.752,49.475,,128.316,,,58.807,151.117,55.864,,103.084,,,
11/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.638,,,,,,,111.272,,,,,,,,,,,,,122.648,,,115.809,92.755,,64.257,,,160.916,,,,219.36,138.096,132.058,,,,,108.165,43.672,,132.387,206.007,16.728,,100.21,,129.314,151.581,113.238,158.307,,117.025,182.4,218.097,,165.524,126.986,,114.118,40.378,,39.171,196.122,52.588,143.653,458.509,,116.907,,128.923,183.806,51.017,,134.494,58.752,,111.534,137.142,96.296,41.685,41.649,107.788,134.568,61.05,136.63,118.724,56.118,109.86,123.997,114.672,188.488,130.361,108.688,48.02,48.814,,128.213,133.263,143.729,58.922,151.206,55.931,139.934,101.771,140.436,140.819,
12/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.543,,,,,,,110.881,,,,,,,,,,,,,123.294,,,116.097,93.602,,64.111,,,162.753,,,,220.728,134.789,131.618,,,,,107.889,59.978,,132.688,208.349,16.567,,101.009,,128.485,152.399,113.185,162.243,,117.911,185.118,220.293,,168.805,127.126,,114.367,52.143,,49.352,199.152,52.278,144.351,462.569,,117.372,,129.228,185.806,23.178,,136.143,24.946,,112.226,142.328,97.098,55.227,55.141,107.537,134.501,62.06,137.24,119.259,24.095,109.629,125.159,114.435,190.572,129.474,108.712,47.85,48.622,,127.446,133.894,144.292,58.618,151.581,56.138,139.975,101.764,140.41,140.799,
13/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.323,,,,,,,111.581,,,,,,,,,,,,,128.003,,,117.012,96.164,,64.854,,,164.304,,,,222.019,134.306,125.905,,,,,109.235,62.222,,133.016,212.203,16.847,,101.474,,127.805,152.377,114.214,166.231,,118.049,185.276,220.335,,172.927,127.562,,115.256,53.915,,50.961,203.003,52.778,145.766,459.319,,118.268,,130.397,188.636,33.136,,136.138,31.783,,111.993,144.312,98.072,57.182,57.089,108.67,133.112,62.655,138.199,120.896,32.706,110.757,125.399,115.565,193.902,128.762,108.154,47.939,48.814,,126.796,134.216,142.844,59.113,151.869,55.746,136.059,102.506,136.248,136.462,
14/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.801,,,,,,,112.06,,,,,,,,,,,,,127.35,,,113.139,97.564,,65.209,,,165.081,,,,221.802,132.318,131.383,,,,,109.853,69.278,,133.382,214.546,16.884,,101.885,,126.571,151.844,115.622,166.605,,118.445,187.684,219.544,,175.273,125.569,,114.672,59.368,,55.861,206.66,53.19,145.475,471.369,,115.77,,127.686,190.514,36.455,,136.512,34.314,,112.378,144.584,96.263,63.266,63.157,110.001,133.014,63.841,135.251,121.76,35.667,112.079,122.31,116.89,193.781,127.521,107.88,48.284,49.143,,125.563,132.03,142.73,59.496,152.256,56.304,138.749,104.176,139.241,139.688,
15/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.488,,,,,,,111.025,,,,,,,,,,,,,126.756,,,114.222,97.74,,64.88,,,163.773,,,,220.352,,125.817,,,,,110.106,69.907,,132.518,213.865,17.056,,100.344,,127.228,152.118,114.366,163.357,,118.781,186.102,217.934,,173.578,125.244,,114.726,59.018,,55.174,205.998,52.33,145.333,460.695,,117.751,,127.355,190.013,36.968,,135.875,34.802,,113.407,143.826,97.339,63.302,63.184,108.808,132.719,61.878,135.178,120.83,36.213,110.898,123.4,115.704,193.491,128.141,107.309,47.762,48.586,,126.253,131.797,142.154,58.658,151.475,57.011,138.523,102.456,138.983,139.4,
18/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.773,,,,,,,111.314,,,,,,,,,,,,,125.374,,,111.895,98.334,,65.135,,,161.146,,,,221.23,135.968,131.156,,,,,115.163,69.889,,132.74,214.765,17.542,,99.525,,127.074,151.38,112.496,162.17,,123.947,183.791,217.822,,176.892,125.841,,112.681,58.606,,54.627,206.867,52.883,143.938,450.996,,115.164,,128.024,189.562,27.765,,136.411,28.05,,118.162,143.305,95.224,63.045,62.924,106.907,133.081,61.183,136.992,123.214,28.023,108.991,126.541,113.8,193.629,127.988,102.936,48.803,49.637,,126.097,133.544,143.697,59.215,151.774,57.478,138.517,100.687,138.936,139.301,
19/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.503,,,,,,,110.463,,,,,,,,,,,,,124.735,,,110.915,96.98,,64.238,,,161.586,,,,222.763,140.248,134.737,,,,,113.259,70.062,,132.62,216.066,16.815,,98.786,,127.625,151.043,109.004,162.821,,121.967,180.771,221.365,,180.389,126.96,,110.933,58.725,,54.726,208.398,52.485,145.302,454.344,,113.89,,129.162,190.558,26.913,,135.662,27.414,,117.101,142.572,93.959,63.185,63.063,103.055,134.266,60.884,138.41,117.869,27.263,105.296,129.007,109.959,195.045,128.564,100.015,47.947,48.808,,126.619,134.994,145.336,58.751,151.624,59.845,139.958,97.648,140.443,140.887,
20/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.209,,,,,,,110.657,,,,,,,,,,,,,127.951,,,111.658,102.111,,64.534,,,151.697,,,,218.737,129.444,131.505,,,,,111.818,70.422,,131.678,207.26,16.473,,96.68,,127.053,148.41,103.791,148.589,,120.794,175.625,217.215,,182.003,123.504,,107.691,58.469,,54.256,205.092,52.195,144.215,489.149,,111.275,,125.636,182.681,27.217,,135.239,27.734,,114.332,144.444,91.633,63.171,63.042,97.725,130.915,58.675,134.441,120.54,27.618,99.97,123.994,104.632,189.022,128.044,93.753,47.259,48.215,,126.007,131.012,141.204,58.386,150.923,59.704,136.608,92.663,137.045,137.438,
21/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.244,,,,,,,111.686,,,,,,,,,,,,,125.692,,,108.455,98.712,,65.924,,,149.238,,,,219.052,128.455,129.731,,,,,110.583,67.2,,130.978,202.392,16.003,,97.071,,123.58,147.583,105.626,142.734,,119.297,172.285,218.22,,177.169,123.227,,106.89,55.991,,52.038,199.849,52.591,143.074,478.239,,106.946,,125.321,177.574,27.663,,133.966,28.121,,113.601,141.087,88.384,60.403,60.284,98.776,130.798,60.024,133.898,120.176,28.089,101.322,123.661,105.971,184.516,124.588,94.224,46.814,47.778,,122.52,130.395,140.353,58.73,150.178,60.857,136.632,95.665,137.047,137.415,
22/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.353,,,,,,,111.299,,,,,,,,,,,,,126.677,,,108.276,100.663,,65.801,,,148.398,,,,218.988,126.85,128.358,,,,,111.751,67.055,,132.117,206.545,16.685,,97.787,,123.644,145.091,104.361,143.715,,120.785,171.932,217.475,,182.079,123.067,,106.286,56.071,,52.201,203.391,52.77,143.686,464.459,,107.157,,125.237,180.486,27.112,,134.846,27.944,,113.075,147.372,88.772,60.397,60.282,97.868,130.499,60.709,134.923,118.939,27.809,100.244,125.584,104.901,181.162,124.638,92.185,47.355,48.277,,122.595,131.294,141.004,58.932,151.222,60.871,136.329,93.733,136.753,137.136,
25/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.67,,,,,,,111.403,,,,,,,,,,,,,128.236,,,108.14,98.923,,65.769,,,147.092,,,,216.725,127.332,132.371,,,,,116.812,65.944,,132.487,209.128,16.703,,98.031,,123.463,145.751,103.635,147.546,,125.861,171.558,217.206,,184.986,123.482,,106.225,55.289,,51.535,206.167,53.107,143.971,462.557,,107.088,,125.668,180.519,27.012,,135.697,27.89,,119.787,138.316,89.236,59.487,59.375,96.991,130.882,61.201,132.891,110.445,27.726,99.484,122.347,104.139,183.594,124.484,88.783,47.429,48.391,,122.382,129.512,139.753,59.254,151.548,61.215,136.488,93.229,136.872,137.206,
26/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.126,,,,,,,111.915,,,,,,,,,,,,,126.545,,,107.584,100.568,,66.363,,,146.702,,,,215.455,127.573,129.22,,,,,114.905,66.487,,132.205,203.706,16.347,,99.285,,123.646,145.713,104.82,142.266,,123.617,172.865,214.77,,178.831,124.253,,107.287,55.925,,52.207,201.651,53.583,145.431,470.611,,107.957,,126.448,178.55,27.436,,134.403,28.342,,118.544,135.126,89.877,60.088,59.978,98.134,131.704,62.53,132.36,111.367,28.091,100.704,122.106,105.355,179.715,124.707,90.094,47.681,48.626,,122.529,128.972,139.299,59.74,151.18,61.265,137.632,94.605,138.145,138.618,
27/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.551,,,,,,,111.153,,,,,,,,,,,,,125.21,,,106.298,100.245,,65.997,,,151.359,,,,216.687,129.049,133.197,,,,,114.851,67.478,,132.445,205.619,16.53,,99.076,,123.764,145.96,104.473,144.977,,123.617,175.467,216.787,,181.422,123.54,,106.347,56.978,,53.28,204.767,52.812,145.401,343.964,,106.906,,125.711,183.582,28.374,,135.563,29.271,,118.344,133.516,89.056,61.116,61.006,97.874,130.939,62.368,132.558,112.154,29.121,100.378,121.408,105.03,181.525,124.813,89.175,47.877,48.751,,122.659,129.189,139.417,59.062,151.438,60.962,136.636,93.947,136.985,137.28,
28/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.185,,,,,,,111.447,,,,,,,,,,,,,126.12,,,108.199,101.43,,65.95,,,146.967,,,,215.27,128.589,128.606,,,,,114.07,67.816,,132.716,203.726,16.195,,98.117,,124,145.806,100.933,147.163,,122.733,171.966,217.632,,178.632,123.386,,106.371,57.321,,53.625,202.416,53.495,145.522,351.526,,109.978,,125.541,179.732,28.422,,135.826,29.382,,117.768,134.455,90.787,61.458,61.349,94.49,130.839,60.861,131.629,114.485,29.258,97.052,120.089,101.704,179.316,125.042,86.879,48.074,49.024,,122.905,128.305,138.681,59.675,151.716,61.379,136.784,89.796,137.228,137.624,
29/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.247,,,,,,,111.043,,,,,,,,,,,,,,,,106.249,,,65.764,,,137.053,,,,,127.405,126.893,,,,,115.901,66.825,,133.071,201.834,16.483,,96.864,,124.508,145.202,97.815,158.012,,124.393,160.966,218.582,,166.576,123.763,,104.268,56.333,,52.637,196.884,53.474,146.198,354.048,,108.299,,125.992,169.756,27.777,,136.054,28.737,,118.882,133.237,89.83,60.47,60.361,91.333,131,60.281,132.378,108.576,28.646,93.912,120.751,98.559,177.024,125.539,84.546,47.859,48.87,,123.42,129.034,139.322,59.661,151.973,61.563,136.61,87.104,136.957,137.249,
02/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.841,,,,,,,110.908,,,,,,,,,,,,,123.341,,,103.113,99.192,,65.727,,,136.158,,,,212.026,126.822,127.116,,,,,113.666,61.339,,133.01,206.959,16.439,,97.334,,124.85,146.877,101.018,162.829,,122.214,160.769,218.456,,149.324,123.171,,103.793,49.894,,45.865,200.059,53.352,145.723,362.664,,103.821,,125.314,155.345,28.684,,136.307,29.698,,117.108,134.661,87.01,54.403,54.284,94.113,130.56,61.516,131.465,111.477,29.629,96.711,120.166,101.354,181.57,125.91,84.537,47.829,48.783,,123.743,128.131,138.465,59.547,151.912,62.739,136.546,91.427,136.968,137.326,
03/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.789,,,,,,,111.606,,,,,,,,,,,,,124.354,,,104.574,101.45,,66.435,,,136.139,,,,211.705,128.826,127.795,,,,,115.615,60.201,,132.402,210.498,16.327,,96.822,,124.089,150.342,95.91,166.005,,123.915,161.991,217.79,,162.748,122.029,,102.653,48.84,,44.843,203.383,53.848,146.661,353.635,,106.744,,124.054,157.078,29.062,,136.072,30.187,,118.625,133.717,88.939,53.316,53.198,89.583,129.46,60.435,130.583,106.564,30.077,92.132,117.67,96.788,185.356,125.115,81.413,47.741,48.754,,123.029,127.232,137.439,59.948,151.479,63.33,135.475,84.823,135.883,136.18,
04/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.787,,,,,,,,,,,,,122.25,,,103.72,96.802,,65.772,,,,,,,210.677,131.14,,,,,,116.185,53.662,,132.328,,16.214,,96.093,,123.308,149.849,96.492,,,123.913,,217.371,,,121.885,,102.221,44.049,,40.658,,53.428,147.666,341.368,,105.761,,124.096,,29.55,,135.859,30.345,,119.181,131.91,88.002,47.843,47.745,89.976,129.235,59.795,130.403,106.81,30.456,92.556,117.789,97.201,,124.345,78.745,47.446,48.482,,122.201,127.018,137.242,59.516,151.546,63.043,135.066,86.065,135.411,135.706,
05/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.92,,,,,,,101.13,,,,,,,,,,,,,122.942,,,102.322,102.265,,66.205,,,134.524,,,,209.896,127.338,127.672,,,,,115.858,48.994,,132.102,202.335,14.948,,95.683,,122.843,148.828,96.015,156.915,,123.78,161.214,218.343,,159.772,121.59,,101.874,39.762,,36.485,195.956,57.698,146.955,343.662,,104.969,,123.627,152.465,28.855,,134.763,29.661,,119.902,131.136,86.884,43.417,43.325,89.314,129.364,59.583,128.531,106.227,29.757,91.911,114.334,96.553,177.257,123.876,78.585,46.216,47.495,,121.761,125.314,135.926,63.455,152.604,64.252,135.802,85.662,136.161,136.46,
06/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
