Date,EJ587828 Corp,AN186890 Corp,EJ659528 Corp,EJ674167 Corp,EJ649517 Corp,EJ581231 Corp,EJ920995 Corp,EJ627710 Corp,EJ553406 Corp,EK069303 Corp,EJ897817 Corp,EJ443691 Corp,EJ515572 Corp,EJ934307 Corp,EJ826694 Corp,EJ534815 Corp,EJ715931 Corp,EK247585 Corp,EJ498874 Corp,EJ908617 Corp,EJ688391 Corp,EJ452011 Corp,EJ741756 Corp,EJ610002 Corp,EJ459493 Corp,EK233126 Corp,EJ479028 Corp,EJ534800 Corp,EK025072 Corp,EJ705872 Corp,EJ767257 Corp,EJ470284 Corp,EJ971610 Corp,EJ564219 Corp,EJ758684 Corp,EJ826682 Corp,EJ946283 Corp,EJ488325 Corp,EJ873058 Corp,EJ699643 Corp,EJ784272 Corp,EJ790549 Corp,EK144992 Corp,EJ724704 Corp,EJ749839 Corp,EJ498894 Corp,EJ774811 Corp,EJ639609 Corp,EJ495598 Corp,EJ699633 Corp,EJ649502 Corp,EJ570999 Corp,EJ853244 Corp,EJ528535 Corp,EK049043 Corp,EJ982718 Corp,EK082330 Corp,EJ993016 Corp,EJ946301 Corp,EK069321 Corp,EJ616923 Corp,EJ688401 Corp,EJ862943 Corp,EK040016 Corp,EJ733085 Corp,EK002549 Corp,EJ840046 Corp,EK006535 Corp,EK060695 Corp,EJ715921 Corp,EJ507290 Corp,EK013029 Corp,EK247579 Corp,AQ306937 Corp,EJ674162 Corp,EK171017 Corp,EJ591046 Corp,AP618124 Corp,AL473850 Corp,AO311188 Corp,EJ639604 Corp,EJ705867 Corp,EJ733080 Corp,AO849173 Corp,EK025090 Corp,EJ601488 Corp,EJ807539 Corp,EK120150 Corp,EK106827 Corp,EJ488330 Corp,EK093958 Corp,EJ495593 Corp,EJ817697 Corp,EJ724694 Corp,EJ616918 Corp,EK132698 Corp,EJ897805 Corp,AN038957 Corp,AQ217935 Corp,AO146638 Corp,EK049037 Corp,EJ807544 Corp,AO400713 Corp,EK002543 Corp,EK013023 Corp,EK180972 Corp,EJ971604 Corp,AP415462 Corp,EK171041 Corp,EJ553396 Corp,AP535320 Corp,EK157225 Corp,AO221797 Corp,AL382895 Corp,EJ958963 Corp,EJ659553 Corp,EJ817727 Corp,EJ528530 Corp,EJ627885 Corp,EJ873040 Corp,EJ887926 Corp,EJ452006 Corp,EJ749874 Corp,EJ767272 Corp,AP218220 Corp,EK093946 Corp,EK157213 Corp,EJ507110 Corp,EK180966 Corp,EK120132 Corp,EK144986 Corp,EJ564214 Corp,AP707134 Corp,EK233090 Corp,EJ570994 Corp,EK006523 Corp,EK106797 Corp,EK132674 Corp,AL746911 Corp,EJ862919 Corp,EJ839974 Corp,QJ910010 Corp,AQ473702 Corp,AQ023242 Corp,EJ920983 Corp,EJ934295 Corp,AQ555252 Corp,EJ888172 Corp,EJ851461 Corp,AQ385552 Corp,AQ123139 Corp,AO529967 Corp,EJ908557 Corp,AL601930 Corp,QJ807026 Corp,AO674339 Corp,AO583022 Corp,EK060689 Corp,AP113983 Corp,EK082342 Corp,AP043089 Corp,EK040034 Corp,AO771677 Corp,EJ993010 Corp,EJ958953 Corp,EJ982694 Corp,EJ515567 Corp,AP304602 Corp,EJ741751 Corp,EJ784292 Corp,EJ758669 Corp,EJ790539 Corp,EJ774771 Corp,QJ728198 Corp
10/05/2019,,293.076,430.237,408.833,429.644,379.34,437.176,423.267,429.454,433.321,437.36,432.838,429.738,434.565,431.757,426.103,428.086,430.749,429.642,438.237,421.331,433.486,455.049,423.091,430.162,433.698,427.659,385.45,381.857,431.837,437.568,429.66,432.031,425.824,440.205,406.654,387.637,423.354,435.1,429.376,435.296,437.556,426.744,432.694,438.798,385.548,435.116,422.413,409.224,398.313,434.724,408.439,431.591,378.01,437.923,422.124,430.697,438.27,438.095,382.021,424.977,413.313,431.731,433.232,437.346,438.261,432.496,422.315,434.774,419.307,427.844,440.499,364.522,321.586,386.76,377.21,431.538,302.562,305.194,365.944,409.802,420.842,424.378,331.051,437.072,420.956,423.865,426.874,425.714,351.204,426.874,386.379,418.298,412.848,398.18,426.874,398.455,,305.99,329.273,382.236,431.757,365.96,382.258,385.679,433.692,386.816,305.196,428.903,385.45,371.613,429.685,329.747,306.075,438.96,401.36,432.228,385.144,411.188,420.548,420.347,439.061,428.2,424.485,301.57,373.684,377.296,382.921,380.981,378.122,373.29,385.45,311.623,377.869,385.586,371.374,376.985,380.755,307.296,423.872,406.654,386.229,296.02,290.815,390.931,398.373,301.756,435.149,423.85,297.102,298.23,287.163,397.326,275.523,385.05,345.473,345.491,382.236,299.782,384.466,342.993,382.053,319.092,386.229,386.229,386.816,385.144,371.607,427.761,396.757,428.2,398.828,421.7,381.968
11/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2019,,306.884,437.298,415.746,436.738,383.467,444.414,430.467,434.712,440.552,444.625,439.89,436.816,441.827,438.439,429.516,434.598,437.721,436.727,445.491,428.508,440.605,459.484,426.828,437.272,440.937,434.922,390.144,390.839,438.928,444.665,436.766,436.948,432.897,447.268,411.607,396.342,430.565,441.918,436.525,442.568,444.829,434.43,439.792,445.902,390.265,442.208,428.691,413.137,403.421,442.377,412.077,437.764,382.17,445.069,427.518,438.052,445.497,445.362,390.967,428.673,418.193,437.879,440.467,444.449,442.173,439.583,427.692,442.027,424.082,434.924,447.723,374.761,328.446,392.24,386.249,438.609,309.801,314.027,372.699,414.321,425.592,431.864,338.156,442.366,424.406,428.427,431.275,432.952,358.902,431.275,391.098,422.999,418.117,402.718,431.275,405.077,,313.05,337.268,391.155,438.844,372.716,391.236,394.699,440.929,395.155,312.4,436.138,390.144,377.927,436.921,337.787,314.413,446.196,406.436,439.263,389.86,415.866,425.194,424.996,446.562,435.714,432.108,308.879,382.377,385.862,387.659,389.892,386.683,381.946,390.144,318.648,386.386,390.258,381.204,385.704,389.152,316.533,428.42,411.607,394.589,303.263,298.279,397.772,404.995,308.841,441.326,428.397,304.323,305.474,296.246,405.046,285.653,393.734,352.603,352.632,391.155,307.131,390.708,349.608,391.195,326.993,394.589,394.6,395.155,389.86,377.92,435.275,404.786,435.714,406.592,426.802,390.302
14/05/2019,,296.194,435.661,413.901,435.469,381.315,440.004,428.263,434.122,438.742,441.203,438.533,435.552,438.478,437.174,427.209,432.619,436.52,435.465,440.14,427.173,439.31,457.167,424.526,434.389,436.651,432.79,388.168,389.911,437.666,443.402,435.507,434.777,431.63,445.728,409.448,395.285,428.406,440.138,434.408,443.615,440.162,439.616,438.532,444.642,388.301,440.4,427.621,410.881,401.377,441.357,409.829,436.482,380.019,439.838,425.446,436.363,443.338,441.274,389.728,426.364,416.126,436.612,437.02,443.189,440.954,438.318,425.618,439.838,421.994,433.661,443.193,375.001,326.765,390.272,384.853,437.343,308.153,311.251,370.902,412.257,423.499,429.921,336.444,441.146,422.11,426.198,429.037,431.248,357.96,429.037,389.129,420.802,416.076,400.663,429.037,403.235,,311.389,335.682,389.89,437.579,370.918,390.309,389.435,436.582,393.611,310.749,430.984,388.168,376.087,435.693,336.205,312.028,441.094,404.394,437.992,387.9,413.805,422.987,422.789,445.421,433.508,430.138,307.231,380.179,384.187,385.704,389.357,384.99,379.879,388.168,316.976,384.716,388.269,380.21,379.908,387.302,308.919,426.192,409.448,393.097,301.623,296.674,395.949,403.141,307.186,440.395,426.169,302.68,303.825,294.867,404.619,283.96,392.268,350.857,350.886,389.89,305.49,389.274,347.839,390.309,325.368,393.097,393.097,393.611,387.9,376.081,433.316,403.851,433.508,406.134,424.721,390.343
15/05/2019,,302.663,436.36,417.674,437.438,395.664,441.03,437.893,435.998,440.134,443.727,440.235,437.936,441.094,438.074,441.674,434.237,437.075,437.853,442.246,429.454,420.021,465.088,438.301,438.042,439.538,434.879,403.616,391.131,438.16,457.431,438.23,446.984,434.027,455.156,423.022,395.912,437.659,441.215,435.323,445.225,441.836,440.245,440.548,458.514,403.445,441.177,430.157,424.466,415.58,442.902,423.864,438.038,394.298,441.944,436.76,437.586,444.408,445.266,390.5,430.772,430.506,439.18,440.372,445.357,442.08,440.337,436.96,441.944,436.589,436.054,442.08,380.206,342.44,403.886,386.196,437.931,323.382,309.469,386.711,427.505,438.121,430.92,351.779,442.669,436.559,440.912,432.383,432.99,363.014,432.383,404.435,434.714,429.681,416.005,432.383,415.87,,326.712,349.933,393.457,438.738,386.728,391.131,392.042,436.843,397.96,326.059,438.531,403.616,392.029,438.18,350.358,309.469,443.146,418.623,438.055,403.345,428.691,436.873,436.67,447.185,434.525,431.325,322.437,379.663,383.696,401.082,389.562,384.459,380.22,403.616,332.448,388.69,403.717,388.259,381.671,387.512,315.23,440.906,423.022,397.508,316.642,311.539,408.015,415.786,322.391,439.862,440.882,317.736,318.922,306.11,417.464,294.055,396.787,365.439,365.462,390.5,320.641,389.9,363.476,391.131,339.069,397.508,397.508,397.96,403.345,392.028,434.525,409.123,434.525,418.996,438.676,402.477
16/05/2019,,298.191,433.978,414.944,434.899,385.945,438.308,435.362,434.464,437.567,443.019,437.24,435.424,439.55,435.538,431.453,431.917,436.967,435.335,439.695,426.966,436.055,457.05,428.506,435.51,436.969,432.573,397.719,390.602,435.635,449.062,435.701,439.749,431.513,440.22,416.72,392.54,435.136,438.402,432.996,442.874,439.267,431.413,435.096,450.965,397.599,438.845,428.891,414.81,410.066,440.262,413.766,435.418,384.642,441.604,430.133,437.624,441.909,442.691,390.656,428.24,424.718,435.507,438.747,442.822,440.439,435.519,430.186,440.285,430.753,433.539,442.021,378.621,340.098,398.562,383.524,435.415,321.25,306.54,385.511,421.449,432.262,428.279,349.723,440.568,426.347,434.202,430.025,430.614,360.416,430.025,398.594,428.158,424.365,409.988,430.025,412.055,,324.42,348.781,390.656,436.203,385.527,390.768,391.415,436.868,395.176,323.918,435.964,397.719,389.623,435.613,349.196,306.874,440.584,412.991,435.519,397.495,422.777,430.245,430.047,444.563,432.657,429,320.377,378.14,381.331,395.24,385.986,382.124,377.771,397.719,330.201,386.383,397.78,385.939,378.992,384.946,312.653,434.166,416.72,395.011,314.391,309.394,404.315,411.93,320.044,437.713,434.142,315.479,316.723,304.057,413.599,293.58,394.237,363.359,363.384,390.656,318.59,387.89,361.24,390.768,337.083,395.011,395.011,395.176,397.495,389.62,431.886,406.424,431.886,415.243,432.998,400.203
17/05/2019,,299.248,435.184,415.732,436.092,382.924,439.254,436.56,434.927,438.703,444.148,437.699,436.633,440.671,436.732,427.978,433.111,438.109,436.538,440.824,428.214,437.239,455.216,425.4,436.702,438.111,433.77,395.932,391.157,436.834,447.062,436.894,438.096,432.722,441.429,415.087,392.611,436.334,439.491,434.195,441.971,440.395,432.023,436.29,449.561,395.835,440.009,430.156,411.798,408.615,441.193,410.417,436.588,381.653,442.74,428.942,438.468,443.044,420.647,391.261,429.439,423.094,436.7,439.881,443.091,441.575,436.713,428.982,441.421,429.041,434.745,443.134,379.977,339.794,397.335,384.053,436.623,321.1,306.862,385.511,419.545,430.537,429.206,349.528,441.703,422.892,432.284,431.166,431.756,361.369,431.166,396.832,426.319,423.045,408.124,431.166,411.596,,324.205,349.139,391.261,437.396,385.527,391.373,392.012,438.01,395.835,323.752,437.106,395.932,389.109,436.755,349.575,307.622,441.719,411.518,436.713,395.73,421.004,428.37,428.175,445.533,433.591,429.956,320.245,378.764,381.916,393.481,385.825,382.298,378.381,395.932,329.963,386.542,395.973,386.72,379.172,385.306,313.406,432.237,415.087,395.67,314.249,309.332,404.023,411.443,319.839,438.615,432.214,315.329,316.575,304.58,413.111,295.123,394.885,363.19,363.214,391.261,318.478,388.452,360.852,391.373,337.189,395.67,395.67,395.835,395.73,389.107,432.813,407.257,432.813,414.799,431.493,400.438
18/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2019,,292.861,434.91,414.241,434.41,378.616,440.046,428.117,433.806,438.423,442.397,435.036,434.966,439.27,435.05,422.941,432.256,436.373,434.866,439.074,426.869,435.546,451.385,428.517,435.017,436.375,432.966,391.882,388.858,435.157,443.147,435.212,434.362,431.055,439.743,411.369,389.982,428.358,438.121,433.462,440.219,442.119,431.45,434.609,446.033,391.78,438.651,429.315,407.274,404.852,439.298,405.622,436.422,377.372,441.841,425.593,436.949,442.197,420.815,389,429.74,419.098,436.581,438.444,441.869,439.832,438.555,425.625,439.678,424.961,433.075,442.062,379.324,336.932,393.835,384.227,434.956,318.42,307.637,382.33,415.272,426.432,428.951,346.682,439.96,417.9,428.147,430.41,430.917,359.432,430.41,392.77,422.347,419.331,403.939,430.41,408.431,,321.444,346.531,389,437.936,382.345,389.119,389.719,436.273,394.734,321.059,435.369,391.882,385.715,435.018,346.983,308.505,439.975,407.7,438.555,391.68,416.86,424.316,424.125,443.73,435.021,429.158,317.59,376.545,380.689,389.449,382.247,381.492,376.26,391.882,327.171,385.729,391.926,384.325,378.274,383.846,310.985,428.091,411.369,394.239,311.579,306.785,401.034,408.287,317.098,440.345,428.069,312.647,313.89,302.414,409.939,293.009,393.378,360.269,360.296,389,315.848,388.166,357.746,389.119,334.624,394.239,394.239,394.734,391.68,385.711,435.021,405.202,434.138,411.636,425.001,397.707
21/05/2019,,289.021,433.395,412.309,432.925,387.978,438.665,426.609,432.857,436.884,440.768,433.511,433.467,437.728,433.535,432.678,430.747,434.837,433.361,437.532,425.023,434.022,457.588,427.008,433.501,434.84,431.455,405.301,385.965,433.647,449.784,433.698,441.916,429.556,438.223,421.619,387.442,426.85,436.569,431.952,438.68,440.58,430.263,433.094,451.521,405.211,437.136,432.482,416.331,416.451,437.476,415.284,434.93,386.743,440.302,432.122,435.634,440.66,418.906,386.15,428.231,431.254,435.065,436.906,440.504,438.294,437.04,432.164,438.139,437.256,431.574,440.524,377.493,352.137,404.912,381.458,433.457,333.097,304.578,398.398,428.505,438.763,427.292,361.501,438.378,427.603,439.163,428.878,429.385,357.886,428.878,406.153,433.148,430.328,417.134,428.878,418.568,,336.174,360.19,386.15,436.42,398.414,386.234,386.804,434.739,392.501,335.844,433.835,405.301,401.403,433.485,360.481,305.305,438.438,419.44,437.04,405.15,429.641,435.195,434.998,442.046,433.363,427.497,332.279,373.738,377.919,402.909,379.147,378.688,373.488,405.301,342.137,382.996,405.303,387.148,375.318,380.892,307.787,439.087,421.619,392.006,325.886,320.908,410.295,418.411,331.625,439.075,439.064,327.007,328.342,310.701,420.224,301.727,391.124,374.5,374.515,386.15,330.454,385.92,373.385,386.234,347.085,392.006,392.006,392.501,405.15,401.404,433.363,403.371,432.48,422.056,423.345,407.383
22/05/2019,,289.037,435.774,415.06,437.128,381.939,439.499,437.107,434.856,439.203,444.186,437.246,437.206,441.167,437.268,426.032,433.782,438.614,437.101,443.638,428.758,437.747,454.056,436.549,437.242,438.616,434.379,397.723,389.575,437.384,443.508,437.439,437.646,433.295,441.958,415.854,389.819,436.889,440.123,434.745,444.699,440.89,432.258,436.831,448.738,397.619,440.702,427.131,410.379,410.068,441.249,408.803,437.132,380.721,443.485,428.821,438.695,443.865,443.17,389.763,430.588,424.379,437.234,440.427,444.282,442.076,437.249,428.841,441.92,430.247,435.313,443.845,381.67,344.097,399.039,384.925,437.193,325.44,308.138,389.472,420.88,431.718,430.608,353.64,443.21,420.994,432.711,431.941,432.509,361.771,431.941,398.577,426.9,424.373,409.583,431.941,413.813,,328.466,353.013,389.763,437.268,389.488,389.843,390.384,438.516,396.052,328.113,437.613,397.723,392.804,437.262,353.389,308.138,442.222,412.93,437.249,397.547,422.324,428.883,428.69,445.968,437.292,430.642,324.617,377.36,381.35,395.316,381.35,382.098,377.101,397.723,334.262,386.435,397.744,386.949,378.639,384.171,310.994,432.637,415.854,395.196,318.482,313.674,406.202,413.648,324.063,438.9,432.615,319.566,320.829,307.485,415.333,297.778,394.684,366.953,366.974,389.763,322.853,388.41,364.941,389.843,340.861,395.196,395.196,396.052,397.547,392.802,433.927,407.333,436.409,417.039,432.519,402.926
23/05/2019,,294.93,441.988,420.667,442.445,385.665,446.542,444.617,439.25,446.826,446.462,444.766,444.731,448.168,444.773,429.266,439.575,442.762,444.628,448.93,435.612,447.574,459.259,440.055,444.779,443.525,440.167,402.623,398.945,444.906,449.468,444.975,442.94,440.812,449.902,421.145,397.825,444.423,446.169,440.526,450.102,446.025,436.898,444.355,454.2,402.555,446.461,435.311,414.181,415.437,449.129,412.168,444.486,384.485,446.293,434.521,443.93,449.885,449.468,398.842,444.921,429.541,444.735,445.915,450.486,449.706,444.754,434.533,446.293,435.301,442.838,449.835,389.774,350.841,405.682,392.761,444.705,332.395,308.459,396.593,425.683,436.752,436.644,360.577,449.718,424.25,437.547,437.223,446.494,369.876,437.223,403.521,431.906,429.906,414.419,437.223,420.419,,335.327,360.712,398.842,444.773,396.609,398.945,399.453,442.703,403.742,335.045,442.618,402.623,381.789,444.87,361.114,308.459,449.859,418.278,444.754,402.474,427.285,433.8,433.616,453.846,440.326,436.505,331.607,386.047,388.977,400.253,388.977,389.793,385.668,402.623,341.098,394.065,402.617,396.593,386.479,391.654,321.08,437.459,421.145,403.288,325.453,320.77,413.055,420.248,330.936,445.179,437.437,326.522,327.795,315.856,421.9,308.924,402.538,373.971,373.978,398.842,329.867,393.665,371.619,396.707,348.325,403.288,403.288,403.742,402.474,381.789,439.637,415.677,440.326,423.671,437.903,410.774
24/05/2019,,293.417,441.831,416.641,441.977,385.542,446.049,444.166,438.905,446.888,445.969,444.3,444.289,447.675,444.317,429.025,439.124,442.282,444.182,449.36,435.18,447.112,458.861,439.763,444.324,443.045,439.716,402.834,398.002,444.455,449.01,444.522,442.75,440.37,450.253,421.191,397.123,443.973,445.769,440.075,449.739,445.556,436.465,443.9,453.813,402.735,446.005,435.105,413.956,415.574,448.395,411.974,444.03,384.368,445.809,434.34,443.507,449.399,448.902,397.903,444.469,429.656,444.278,445.43,450.198,449.35,444.298,434.361,445.809,435.434,442.394,449.35,389.337,351.622,405.142,391.844,444.261,333.169,309.183,397.247,425.856,436.883,436.083,361.321,449.24,424.015,437.595,437.077,446.014,369.163,437.077,403.691,431.957,429.984,414.615,437.077,420.644,,336.081,361.316,397.903,444.317,397.262,398.002,398.485,442.223,403.051,335.828,442.138,402.834,381.16,442.223,361.698,309.183,450.08,418.392,444.298,402.661,427.423,433.837,433.653,453.392,439.766,435.965,332.391,385.121,388.058,400.442,388.058,388.869,384.747,402.834,341.873,393.155,402.849,396.196,385.441,390.492,315.616,437.499,421.191,402.596,326.185,321.52,413.244,420.478,331.671,444.763,437.478,327.256,328.542,316.193,422.134,308.626,401.838,374.632,374.639,397.903,330.65,393.313,372.391,395.763,348.917,402.596,402.596,403.051,402.661,381.16,439.077,415.898,439.766,423.875,438.057,411.062
25/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2019,,292.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2019,,301.326,445.564,421.25,446.841,387.725,451.893,448.789,448.974,451.034,450.676,448.935,448.912,452.443,448.947,430.214,444.031,447.603,448.807,453.136,439.936,451.861,461.878,441.198,448.959,448.4,444.65,404.503,403.678,449.083,453.982,449.16,445.531,444.99,455.148,423.526,402.841,448.604,450.792,445.018,454.318,451.588,440.004,448.532,457.24,404.438,451.108,438.351,415.9,417.759,453.231,413.497,448.657,386.578,453.883,437.572,446.956,454.203,453.707,403.593,449.092,431.424,448.906,451.735,455.311,453.918,448.929,437.555,453.754,437.05,447.018,454.048,396.279,354.384,411.624,397.991,448.88,336.257,312.075,399.526,427.157,438.455,441.413,364.158,453.865,425.27,439.304,439.172,450.7,374.277,439.172,405.387,433.885,432.318,416.063,439.172,423.74,,339.062,364.894,403.593,448.947,399.541,403.816,401.872,447.246,408.634,338.877,447.114,404.503,387.339,449.074,365.361,314.521,454.073,420.483,448.924,404.364,428.955,435.741,435.561,458.141,445.119,441.343,335.519,391.237,394.427,402.17,394.441,395.308,390.982,404.503,344.766,399.582,404.488,402.134,391.178,394.667,324.722,439.221,423.526,408.355,329.361,324.898,416.619,423.557,334.717,448.319,439.201,330.408,331.682,321.281,425.125,313.961,407.579,377.48,377.49,403.593,333.817,397.933,384.644,403.816,352.632,408.355,408.355,408.634,404.364,387.339,444.696,420.122,445.119,426.871,440.175,415.07
29/05/2019,,305.824,442.389,421.263,447.173,385.467,452.297,449.289,449.486,451.446,451.073,449.414,449.424,452.868,449.435,427.386,444.419,448.028,449.312,453.54,440.424,452.293,460.807,438.672,449.446,448.824,445.136,400.974,402.924,449.58,454.4,449.646,444.244,445.505,455.778,421.322,402.5,449.101,451.169,445.472,454.716,452.025,454.852,449.022,456.489,400.909,451.537,439.905,413.679,415.181,453.243,410.841,449.025,384.33,454.293,436.69,447.276,454.61,454.039,402.836,449.592,428.514,449.395,452.129,455.08,454.327,449.416,436.686,454.164,434.007,447.527,454.456,391.392,350.542,412.154,396.934,449.393,332.743,314.568,394.907,423.547,435.391,441.575,360.46,454.247,422.483,436.72,437.206,451.119,374.439,437.206,401.883,431.4,429.969,412.566,437.206,421.863,,335.486,361.534,402.836,449.435,394.923,402.924,401.192,447.669,408.206,335.309,447.536,400.974,387.291,449.496,362.073,314.568,454.48,417.835,449.416,400.819,425.682,433.214,433.036,458.406,445.293,441.539,331.982,390.506,393.685,398.639,393.699,394.563,390.254,400.974,341.066,398.845,400.975,400.652,390.311,393.922,324.767,436.645,421.322,408.04,325.998,321.65,414.972,421.69,331.246,448.331,436.625,327.022,328.251,319.657,423.205,312.619,407.238,384.192,384.192,402.836,330.322,397.456,384.628,402.924,349.878,408.04,408.04,408.206,400.819,387.291,444.87,418.332,445.293,424.84,437.595,412.936
30/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2019,,312.473,448.553,437.544,457.505,401.093,463.894,462.012,462.213,463.135,463.483,462.158,462.154,463.917,459.845,442.936,462.318,458.563,462.044,463.894,451.879,463.373,468.621,462.2,462.187,459.158,462.578,416.379,415.889,462.318,465.324,459.663,458.711,458.229,470.628,436.078,415.399,461.839,461.911,455.822,467.47,463.971,459.406,461.762,470.704,416.286,462.179,451.67,429.061,429.877,465.87,426.441,462.119,399.954,463.664,450.918,453.738,463.909,463.894,415.248,463.311,443.307,462.119,463.29,466.969,463.797,462.141,450.93,463.664,448.864,460.257,463.797,404.75,366.649,424.113,410.144,462.113,348.634,329.581,411.566,438.865,450.253,457.773,376.363,464.325,438.034,451.542,452.13,463.861,387.28,452.13,417.219,446.23,444.435,427.841,463.265,435.833,,351.376,377.342,415.248,462.16,411.582,415.889,416.336,458.354,419.181,351.247,458.159,416.379,398.528,458.005,377.84,329.581,463.909,432.528,463.216,416.221,440.706,448.055,447.878,471.233,455.063,457.337,347.891,404.167,406.908,414.04,406.908,407.682,403.853,416.379,357.061,411.674,416.377,416.282,403.988,407.094,342.28,451.47,436.078,420.69,341.737,337.374,428.84,435.652,347.047,455.354,451.45,342.776,344.041,334.396,437.191,332.064,419.964,400.659,400.662,415.248,346.21,405.956,401.069,415.889,365.086,420.69,420.69,421.062,416.221,398.528,455.063,432.342,455.063,438.889,452.266,427.484
01/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2019,,326.525,452.554,440.145,462.01,403.709,469.171,467.016,467.193,468.396,468.766,468.844,467.139,469.194,464.36,445.066,467.334,462.904,467.045,469.171,456.852,467.133,472.814,468.375,463.824,463.561,467.609,419.879,424.637,467.334,467.244,463.995,461.64,463.205,472.062,439.37,422.423,466.862,466.896,460.999,470.51,469.267,465.999,466.792,473.669,419.822,467.199,453.874,431.484,433.669,471.849,428.742,467.131,402.587,468.925,454.135,456.953,469.185,469.104,423.933,468.316,446.847,467.131,468.558,471.61,469.501,467.156,454.124,455.92,452.297,465.248,469.065,412.276,372.319,429.333,417.507,467.088,354.575,340.232,417.587,442.151,453.661,461.798,382.205,475.181,440.192,454.567,454.744,469.1,396.889,454.744,420.754,449.339,448.282,431.203,468.504,440.959,,357.188,384.269,423.933,467.175,417.601,424.637,425.082,462.816,426.641,357.161,462.631,419.879,405.79,462.393,384.795,340.232,469.185,436.279,468.233,419.747,444.107,451.13,450.955,477.032,460.997,468.902,353.882,411.825,413.852,417.59,413.852,414.912,411.43,419.879,362.851,419.044,419.855,425.068,411.28,414.177,352.945,454.488,439.37,427.441,347.674,343.458,434.136,440.755,352.864,466.48,454.468,348.701,349.963,341.638,445.067,342.924,427.061,406.406,406.413,423.933,352.25,410.308,406.555,424.637,371.475,427.441,427.441,427.927,419.747,405.79,460.575,437.636,460.997,444.968,455.883,433.965
